smiles	reconstructed	loss	accuracy
>CC(=O)N1CCc2cc(NC(=O)CSc3nncs3)ccc21<_____________________	>CC(=O)N1CCc2cc(NC(=O)CSc3cccc3)cc2o1<_____________________	0.384595656779661	0.9226542372881356
>CN(Cc1nc(C2CC2)no1)c1nccc(CCC(F)(F)F)n1<__________________	>CCCCc1nc(N2CC2)nc1-c1cccc(OCC(()(F)F)c1<__________________	0.384595656779661	0.9226542372881356
>Cn1cc(C(=O)Nc2ccc(C(N)=O)cc2)ccc1=O<______________________	>Cc1cc(C(=O)Nc2ccc(N(N)=O)cc2)cccH]1<______________________	0.384595656779661	0.9226542372881356
>COC(=O)CN(C(=O)c1oc2c(c1C)C(=O)CC(C)(C)C2)C(C)C<__________	>COC(=O)C((C(=O)c1cc(-cnc1C(=O)C(C)CC(C)C)CCCCC2<__________	0.384595656779661	0.9226542372881356
>CCOc1ncccc1CNC(=O)NC(C)Cc1ccco1<__________________________	>CCOc1ncccc1CNC(=O)NC(C)Cc1cccc1<__________________________	0.384595656779661	0.9226542372881356
>CC(C)C(CNC(=O)Cn1ccnc1)c1ccccc1<__________________________	>CC(C)CCCNC(=O)Cn1cccn1)c1ccccc1<__________________________	0.384595656779661	0.9226542372881356
>COc1cc(OC)c2c(C)c(CC(=O)NCC(C)O)c(=O)oc2c1<_______________	>COc1cc(CC)c2c(C)c(CC(=O)NC(C)CCC)c(=O)c2n1<_______________	0.384595656779661	0.9226542372881356
>CCn1ccc2ccc(NC(=O)c3c(C)c(C)nn(C)c3=O)cc21<_______________	>CCc1ccc2ccc(NC(=O)c3c(C)c(C)cc(C)c(=O)c2c1<_______________	0.384595656779661	0.9226542372881356
>Cc1cccc(C(=O)NCC(=O)N(C)Cc2ccc(C)s2)c1<___________________	>Cc1cccc(C(=O)NCC(=O)N(C)Cc2ccc(C)c2)c1<___________________	0.384595656779661	0.9226542372881356
>CC(=O)N1CCN(C(=O)c2ccc(S(=O)C(C)C)cc2)CC1<________________	>CC(=O)N1CCN(C(=O)c2ccc(C(=O)N(C)C)cc2)CC1<________________	0.384595656779661	0.9226542372881356
>Cc1[nH]ncc1S(=O)(=O)N1CCC(CO)CC1<_________________________	>Cc1[nH]ncc1S(=O)(=O)N1CCC(COCCC1<_________________________	0.384595656779661	0.9226542372881356
>COc1ccc(S(=O)(=O)NCC(C)C)c(C)c1C<_________________________	>COc1ccc(S(=O)(=O)NCC(C)C)c(N)c1C<_________________________	0.384595656779661	0.9226542372881356
>CC(C)Oc1cccc(CC(=O)Nc2nccs2)c1<___________________________	>CC(C)Oc1cccc(NC(=O)Nc2cccc2)c1<___________________________	0.384595656779661	0.9226542372881356
>Cc1ccc(F)c(C(=O)Nc2cnn(CC(F)F)c2)c1<______________________	>Cc1ccc(F)c(C(=O)Nc2ccc(OC(F)F)c2)c1<______________________	0.384595656779661	0.9226542372881356
>CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2CCC(O)C1(C)O<_____________	>CC1CN((c2cccn2)NC(=O)C1CCC(C)CCCCCCCC)))C1=2<_____________	0.384595656779661	0.9226542372881356
>CC(=O)c1nc2ccc(Br_)cc2s1<__________________________________	>NC(=O)c1cc2ccc(BrBr)cc2n1<__________________________________	0.384595656779661	0.9226542372881356
>CC(C)(C)OC(=O)NCC1CCN(c2ncnc3[nH]ccc23)CC1<_______________	>CC(C)(C)OC(=O)NC1CCCC(c2ncc33[nH]c3c22)CC1<_______________	0.384595656779661	0.9226542372881356
>Cc1nn(C)c(N)c1S(=O)(=O)NCCC(C)C<__________________________	>Cc1nn(C)c(C)c1S(=O)(=O)NCCCCC)C<__________________________	0.384595656779661	0.9226542372881356
>Cn1nc(CNC(=O)C2CCC(=O)N2)c2ccccc2c1=O<____________________	>Cc1nc(CNC(=O)C2CCC(=O)NC2c2ccccc2n1s1<____________________	0.384595656779661	0.9226542372881356
>Cn1nc(C(=O)NCc2cn3ccccc3n2)ccc1=O<________________________	>Cc1cc(C(=O)NCc2cc3ccccc3s2)ccc1=O<________________________	0.384595656779661	0.9226542372881356
>COc1ccc(CCOC(=O)CN)cc1Br_<_________________________________	>COc1ccc(SCCC(=O)OO)cc1BrC<_________________________________	0.384595656779661	0.9226542372881356
>CSc1nc2nnc3c(=O)n(-c4ccc(F)c(F)c4)ccc3n2n1<_______________	>COc1cc2ccc3c(=O)n(-c4ccc(F)c(F)c4)c3cccnn1<_______________	0.384595656779661	0.9226542372881356
>Cn1ccnc1CN1CCCN(C(=O)C2(c3ccccc3)CC2)CC1<_________________	>Cc1ccnc1CN1CCCN(C(=O)CC(c3ccccc3)CC22)C1<_________________	0.384595656779661	0.9226542372881356
>Cc1ccc(C)c(C(=O)NCC(C)(O)c2ccco2)c1<______________________	>Cc1ccc(C)c(C(=O)NC(CC)(O)c2cccs2)c1<______________________	0.384595656779661	0.9226542372881356
>Cc1cc(N(Cc2ccccc2F)C2CC2)n2ncnc2n1<_______________________	>Cc1cc(NCCc2ccccc2F)NCCCC)n2nccc2c12<______________________	0.384595656779661	0.9226542372881356
>CCSc1cc(C(=O)Nc2ncn(Cc3cccnc3)n2)ccn1<____________________	>CCCc1cc(C(=O)Nc2cnc(Cc3ccccc3)c2)ccn1<____________________	0.384595656779661	0.9226542372881356
>CC(C)c1noc(C2CCCCN2S(=O)(=O)c2cccs2)n1<___________________	>CC(C)c1nnc(C2CCCCN2S(=O)(=O)c2cccc2)c1<___________________	0.384595656779661	0.9226542372881356
>CCCCNC(=O)CCn1c(=O)c2cccn2c2cccnc21<______________________	>CCCCNC(=O)CCc1c(=O)c2cccc2c2cccc2c1<______________________	0.384595656779661	0.9226542372881356
>O=C(Nc1ccc(CN2CCOCC2)cc1)C1CC1(Cl_)Cl_<_____________________	>O=C(Nc1ccc(OC2CCOCC2)cc1)CCCC1CC1)C1<_____________________	0.384595656779661	0.9226542372881356
>CCSc1nnc(NC(=O)c2cccnc2)s1<_______________________________	>CCCc1nnc(NC(=O)c2ccccc2)c1<_______________________________	0.384595656779661	0.9226542372881356
>O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccc3c(c2)CCC3)C1<_____________	>O=C(Nc1ccccc1)N1CCC((C(=O)c2ccc3c(c2)CCCO)C1<_____________	0.384595656779661	0.9226542372881356
>CCC1(CC)C(OC)CC1N(C)C(=O)NCc1nnc2n1CCC2<__________________	>CCCC(CCCCCCCCCNCCCC)C(=O)NCc1nnc2n1CCC2<__________________	0.384595656779661	0.9226542372881356
>Nc1cc(NC(=O)CCC2CCCC2)ccc1F<______________________________	>Cc1cc(NC(=O)CC22CCCO2)ccc1F<______________________________	0.384595656779661	0.9226542372881356
>CCCC1CN(C(=O)c2ccc(C(=O)NCC(C)(C)C)cc2)CCO1<______________	>CCCC1CN(C(=O)c2ccc(C(=O)N(CCC((C)C)cc2)CCC1<______________	0.384595656779661	0.9226542372881356
>O=C(CCc1c[nH]c2ccccc12)NCCC(=O)N1CCCC1<___________________	>O=C(CCc1c[nH]c2ccccc12)NCCC(=O)N1C1CC1<___________________	0.384595656779661	0.9226542372881356
>O=C(NC(C(F)(F)F)C(F)(F)F)N1CCOCC1<________________________	>O=C(NCCCC(F(FF)FFFFF)(FF)CCCC1CC1<________________________	0.384595656779661	0.9226542372881356
>CCN(CCc1ccncc1)C(=O)c1cccc(CC#N)c1<_______________________	>CCC(COc1ccccc1)C(=O)c1cccc(NCCN)c1<_______________________	0.384595656779661	0.9226542372881356
>CCCn1ncc(-c2ccc(OC)c(C)c2)c(C(C)=O)c1=O<__________________	>CCCc1ncc(-c2ccc(OC)c(C)c2)c(C(()=O)c1c1<__________________	0.384595656779661	0.9226542372881356
>CCOC(=O)c1cnc(OCC)nc1-c1ccccc1C<__________________________	>CCOC(=O)c1cnc(CCC)cc1Cc1ccccc1C<__________________________	0.384595656779661	0.9226542372881356
>N#Cc1cnc(COc2ccc(Cl_)cc2)s1<_______________________________	>N#Cc1ccc(NCc2ccc(ClBr)cc2)c1<_______________________________	0.384595656779661	0.9226542372881356
>CNC(=O)c1ccc(C2CN(C(=O)COC)CCO2)nc1<______________________	>COC(=O)c1ccc(N2CN(C(=O)O(C)CCC2)cn1<______________________	0.384595656779661	0.9226542372881356
>Cc1cc(NC(=O)NCc2nc(C(F)(F)F)cs2)c[nH]c1=O<________________	>Cc1cc(NC(=O)OCc2cc(C(F)(F)F)cc2))c)n[n)s1<________________	0.384595656779661	0.9226542372881356
>CCCCNC(=O)c1ccccc1NC(=O)C1CCCO1<__________________________	>CCCCNC(=O)c1ccccc1NC(=O)C1CCCO1<__________________________	0.384595656779661	0.9226542372881356
>COc1ccc(CSc2nnc(-c3ccncc3)n2C)cc1<________________________	>COc1ccc(CCc2nnc(-c3ccccc3)n2C)cc1<________________________	0.384595656779661	0.9226542372881356
>Cc1ccc(CN(C)C(=O)c2csc(-c3ncccn3)n2)o1<___________________	>Cc1ccc(CN(C)C(=O)c2ccc(-n3ccccc3)n2)n1<___________________	0.384595656779661	0.9226542372881356
>CN(Cc1ccc(Cl_)cc1Cl_)c1ccc(S(N)(=O)=O)cn1<__________________	>CN(Cc1ccc(ClN)cc2Cl1)c1ccc(S(N)(=O)=O)cn1<__________________	0.384595656779661	0.9226542372881356
>c1ccc(OCCOc2ncnc3sccc23)cc1<______________________________	>c1ccc(CCCNc2ccnc3cccc23)cc1<______________________________	0.384595656779661	0.9226542372881356
>O=C(Cc1ccccc1)N1CCC(c2nnc(C(F)(F)F)o2)CC1<________________	>O=C(Cc1ccccc1)N1CCN(c2ccc(C(F)(F)F)c2)CC1<________________	0.384595656779661	0.9226542372881356
>Cc1nn(CC(=O)NCCc2ccc(Cl_)cc2)c(=O)c2cccn12<________________	>Cc1nc(CC(=O)NCCc2ccc(ClF)cc2)c(=O)c2ccccc1<________________	0.384595656779661	0.9226542372881356
>NC(=O)COc1ccc(Cl_)cc1CNn1cnnc1<____________________________	>NC(=O)COc1ccc(ClO)c(1))c1ccnn1<____________________________	0.384595656779661	0.9226542372881356
>CC(C)CC(C)N(C)C(=O)CN1CCOCC1C<____________________________	>CC(C)CCCC))CC)C(=O)CC1CCCCCCC<____________________________	0.384595656779661	0.9226542372881356
>CNC(CC(=O)OC)C(=O)c1cc(Cl_)ccc1C<__________________________	>CCN(CC(=O)OC)C(=O)c1cc(ClF)ccc1O<__________________________	0.384595656779661	0.9226542372881356
>CC1CCCCC1NC(=O)N1CCOCC1C1CC1<_____________________________	>CC1CCCCC1NC(=O)N1CCCCC)C2CC1<_____________________________	0.384595656779661	0.9226542372881356
>Cc1n[nH]cc1NC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1<________________	>Cc1n[nH]cc1NC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1<________________	0.384595656779661	0.9226542372881356
>CCOC(=O)C1=C(C)C(S(=O)(=O)N=c2ccc(C)c[nH]2)C(C)=N1<_______	>CCOC(=O)C1=C(C)C(S(=O)(=O)NCc2ccc(C)c(C)c2=))[O)c1<_______	0.384595656779661	0.9226542372881356
>CCn1cc(Br_)c(C(=O)N(C)Cc2cn(C)nc2C)n1<_____________________	>CCn1nc(BrN)c(C(=O)N(C)Cc2cc(C)nc2C)c1<_____________________	0.384595656779661	0.9226542372881356
>Cc1cccc(CC(=O)NCC2(O)CCOCC2)c1<___________________________	>Cc1cccc(CC(=O)NCCC(C)CCCCC2)c1<___________________________	0.384595656779661	0.9226542372881356
>O=C(Nc1cnn(C2CCOCC2)c1)c1cnc2ccccc2n1<____________________	>O=C(Nc1cnc(C2CCCCC2)[1)c1ccc2ccccc2n1<____________________	0.384595656779661	0.9226542372881356
>CC1Cc2ccccc2N1CC(O)c1ccncc1<______________________________	>CC1Cc2ccccc2N1CC(O)c1ccccc1<______________________________	0.384595656779661	0.9226542372881356
>COc1ccccc1CNC(=O)c1cnc2cc[nH]c2c1<________________________	>COc1ccccc1CNC(=O)c1ccc2cc[nH]c2c1<________________________	0.384595656779661	0.9226542372881356
>COc1ccccc1C(c1nnnn1C(C)(C)C)N1CCOCC1<_____________________	>COc1ccccc1N(c1ccnc1C(C)(C)C)C2CCO2C1<_____________________	0.384595656779661	0.9226542372881356
>Cc1ocnc1C(=O)N1CCC(Oc2cccc(Cl_)c2)C1<______________________	>Cc1ncsc1C(=O)N1CCC(Cc2cccc(ClO)c2)C1<______________________	0.384595656779661	0.9226542372881356
>Cc1cccc(C(=O)NCC(=O)NC(C)c2csc(C(C)C)n2)c1<_______________	>Cc1cccc(C(=O)NCC(=O)N((C)c2ccc(C(C)C)c2)n1<_______________	0.384595656779661	0.9226542372881356
>CCC(C)NC(=O)NCCNC(=O)c1cccc(C)c1<_________________________	>CCC(C)NC(=O)NCCNC(=O)c1cccc(F)c1<_________________________	0.384595656779661	0.9226542372881356
>CC1(C)CC(c2cc(-c3ccc[nH]3)nc(N)c2C#N)CCO1<________________	>CC(C)CCCCc2cc(-c3ccc(ClH]c)cc[n]])CCCCC)C1<________________	0.384595656779661	0.9226542372881356
>CCC1CCC(Nc2cccc(S(N)(=O)=O)c2)CC1<________________________	>CCCCCCC(Cc2cccc(S(C)(=O)=O)c2)CC1<________________________	0.384595656779661	0.9226542372881356
>Cn1c(C(=O)NC2CCCCC2)nc2ccccc2c1=O<________________________	>Cc1c(C(=O)NC2CCCCC2)nc2ccccc2c1=O<________________________	0.384595656779661	0.9226542372881356
>Cc1cccc(C=c2sc3nc(C)nn3c2=O)c1<___________________________	>Cc1cccc(Ccc2nc3cc(F)cc3c2=O)n1<___________________________	0.384595656779661	0.9226542372881356
>Cc1ccc(CN(CCC#N)CCC(F)(F)F)cc1<___________________________	>Cc1ccc(CN(C(C#N)CCC(F)(F)F)cc1<___________________________	0.384595656779661	0.9226542372881356
>COCCCNC(=O)NCCc1ccccc1C<__________________________________	>COCCCNC(=O)NCCc1ccccc1C<__________________________________	0.384595656779661	0.9226542372881356
>COCc1cc(CNC(=O)NCc2ncn(C)n2)ccc1F<________________________	>CCOc1cc(CNC(=O)NCc2cnc(C)c2)ccc1F<________________________	0.384595656779661	0.9226542372881356
>CC1OC(C)(C)N(C(=O)OC(C)(C)C)C1CNC(=O)NC1CC1<______________	>CC(CCCCC)CCCNC(=O)C((C)(C(C)C1NCC(=O)NCC)C1<______________	0.384595656779661	0.9226542372881356
>CCCn1ccc(C(=O)Nc2ccc(OC)c(Cl_)c2)n1<_______________________	>CCCc1ccc(C(=O)Nc2ccc(OC)c(Cl))c2)n1<_______________________	0.384595656779661	0.9226542372881356
>CCCC1CN(C(=O)c2ccc3c(c2)CCO3)CCO1<________________________	>CCCC1CN(C(=O)c2ccc3c(c2)OCC3)CCO1<________________________	0.384595656779661	0.9226542372881356
>Cc1ccc(Cc2nc(C(=O)OCc3ccccn3)cs2)cc1<_____________________	>Cc1ccc(Cc2cc(C(=O)OCc3ccccc3)cc2)cc1<_____________________	0.384595656779661	0.9226542372881356
>Cn1nccc1-c1nn2c(-c3ccc(Cl_)cc3F)nnc2s1<____________________	>Cc1cccc1-c1nc2c(-c3ccc(ClN)cc3F))n22n1<____________________	0.384595656779661	0.9226542372881356
>OC(COc1cccc2ccccc12)CSc1nncs1<____________________________	>CCC(Cc1cccc2ccccc11)NCc1cccc1<____________________________	0.384595656779661	0.9226542372881356
>COc1ccc(CCC(=O)N2CC(c3nc(C4CC4)no3)C2)cc1<________________	>COc1ccc(CCC(=O)N2CCCc3cc(C3CC4)nc3)C2)cc1<________________	0.384595656779661	0.9226542372881356
>CN(C)C(=O)Cc1nc(CSc2nccn2C2CC2)cs1<_______________________	>CN(C)C(=O)Cn1cc(CCc2cccc2CCCC3)co1<_______________________	0.384595656779661	0.9226542372881356
>Cc1nc2ccc(NC(=O)c3cccc(Cl_)c3)cc2[nH]1<____________________	>Cc1nc2ncc(NC(=O)c3cccc(ClF)c()ccc[nH]1<____________________	0.384595656779661	0.9226542372881356
>Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NCC1CCC1<___________________	>Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NCCCCCC1<___________________	0.384595656779661	0.9226542372881356
>CC(C)(C)C(=O)Nc1nc(CC(=O)N2CCCCC2)cs1<____________________	>CC(C)(C)C(=O)Nc1cc(NC(=O)NC2CCCC2)cc1<____________________	0.384595656779661	0.9226542372881356
>COc1cccc(CN2C(=O)OCC2C(=O)NCc2ccncc2)c1<__________________	>COc1cccc(CC2C(=O)CC22C(=O)NCc2ccccc2)c1<__________________	0.384595656779661	0.9226542372881356
>CC(C)N(CCCNC(=O)c1cnccn1)S(C)(=O)=O<______________________	>CC(C)C(CCCNC(=O)c2ccccc2)S(C)(=O)=O<______________________	0.384595656779661	0.9226542372881356
>CCN(CCO)C(=O)Nc1ccc(Oc2ccc(F)cc2)nc1<_____________________	>CCN(CCO)C(=O)Nc1ccc(Nc2ccc(F)cc2)cn1<_____________________	0.384595656779661	0.9226542372881356
>O=C(Nc1n[nH]c(C2CC2)n1)c1[nH]nc2c1CCC2<___________________	>O=C(Nc1n[nH]c(C2CC2)c11c1[(F)cccc1CCC2<___________________	0.384595656779661	0.9226542372881356
>CCCc1nc(CNC(=O)C2CCOc3ccccc3C2)cs1<_______________________	>CCCc1nc(CNC(=O)C2CCOc3ccccc3O2)co1<_______________________	0.384595656779661	0.9226542372881356
>FC(F)C(F)(F)CN1CCN(Cc2ccccn2)CC1<_________________________	>CC1CCC(F(()NCCC2CN(Oc2ccccc2)CC1<_________________________	0.384595656779661	0.9226542372881356
>CC(C)Cc1cc(N)c2c(c1)NC(=O)C(C)(C)CO2<_____________________	>CC(C)Oc1cc(N)c2c(c1)NC(=O)C(C)(C)CO2<_____________________	0.384595656779661	0.9226542372881356
>CCc1ccc(CNC(=O)NCc2cc(=O)[nH]c3ccccc23)s1<________________	>CCc1ccc(CNC(=O)NCc2cc(==F[nH]c3ccccc23)c1<________________	0.384595656779661	0.9226542372881356
>CCCn1nccc1C(=O)Nc1cc(OC)ccc1OC<___________________________	>CCCn1nccc1C(=O)Nc1cc(OC)ccc1CC<___________________________	0.384595656779661	0.9226542372881356
>CCc1ccc(Cl_)c(CC)c1NC(=O)c1ccccn1<_________________________	>CCc1ccc(ClO)c(OO)c1NC(=O)c1ccccc1<_________________________	0.384595656779661	0.9226542372881356
>Cc1ccc(C)c(C(=O)Nc2ccc(-n3ccnc3C)nc2)c1<__________________	>Cc1ccc(C)c(C(=O)Nc2ccc(-n3cccc3C)c22)n1<__________________	0.384595656779661	0.9226542372881356
>O=C(NCC1CCN(C(=O)c2ccncc2)CC1)c1ccccn1<___________________	>O=C(NC1CCCN(C(=O)c2ccccc2)CC1)c1ccccc1<___________________	0.384595656779661	0.9226542372881356
>Cc1cc(C(=O)Nc2ccc3c(c2)CCC3)ccc1N<________________________	>Cc1cc(C(=O)Nc2ccc3c(c2)CCC3)cc1BrN<________________________	0.384595656779661	0.9226542372881356
>CCCOc1ccc(CNC(=O)CNC(N)=O)cc1<____________________________	>CCCCc1ccc(CNC(=O)CCN(C)=O)cc1<____________________________	0.384595656779661	0.9226542372881356
>CC(C)(CNC(=O)c1cccc(N2CCCC2=O)c1)N1CCOCC1<________________	>CC(C)(CNC(=O)c1cccc(N2CCCC2=O)c1)N1CCOCC1<________________	0.384595656779661	0.9226542372881356
>Cc1ccc(C(=O)NCC(O)c2ccc(F)cc2)c(O)c1C<____________________	>Cc1ccc(C(=O)NCC(O)c2ccc(F)cc2)c(O)ccF<____________________	0.384595656779661	0.9226542372881356
>O=C(CCCOc1ccccc1)Nc1cc(C(F)(F)F)c[nH]c1=O<________________	>O=C(NCCOc1ccccc1)Nc1cc(C(F)(F)F)c(nH]nH]1<________________	0.384595656779661	0.9226542372881356
>CN(CCCc1cc(-c2ccccc2)n(C)n1)S(C)(=O)=O<___________________	>CC(C)Cc1cc(-c2ccccc2)n[nH]c1S(C)(=O)NC<___________________	0.384595656779661	0.9226542372881356
>Nc1ccc(C(=O)Nc2ccc(Cl_)c(Cl_)c2)cc1<________________________	>Cc1ccc(C(=O)Nc2ccc(ClO)c(ClN)c2)cn1<________________________	0.384595656779661	0.9226542372881356
>CNS(=O)(=O)CC(=O)NCC1(Cc2ccccc2)CCC1<_____________________	>CCS(=O)(=O)CC(=O)NCCCC(c2ccccc2)CCC1<_____________________	0.384595656779661	0.9226542372881356
>O=C(CSc1cccs1)N1CCC(CO)CC1<_______________________________	>O=C(CCc1cccs1)N1CCCC(O)CC1<_______________________________	0.384595656779661	0.9226542372881356
